藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.67, and its dimensions are 9 1/4 in. x 11 1/8 in. (23.5 cm x 28.26 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.67.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1555&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.68, and its dimensions are 9 1/4 in. x 10 7/8 in. (23.5 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.68.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1556&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.73, and its dimensions are 9 1/4 in. x 10 15/16 in. (23.5 cm x 27.78 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.73.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1557&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.75, and its dimensions are 9 1/4 in. x 11 1/16 in. (23.5 cm x 28.1 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.75.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1558&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.76, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.76.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1559&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.78, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.78.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1560&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.81, and its dimensions are 9 1/2 in. x 10 3/4 in. (24.13 cm x 27.31 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.81.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1561&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.82, and its dimensions are 9 1/2 in. x 11 in. (24.13 cm x 27.94 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.82.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1562&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.83, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.83.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1563&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.84, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.84.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1564&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.87, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.87.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1565&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.88, and its dimensions are 9 1/4 in. x 10 7/8 in. (23.5 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.88.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1566&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.90, and its dimensions are 9 5/16 in. x 10 7/8 in. (23.65 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.90.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1567&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.92, and its dimensions are 9 in. x 9 3/4 in. (22.86 cm x 24.77 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.92.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1568&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.93, and its dimensions are 8 1/4 in. x 9 3/4 in. (20.96 cm x 24.77 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.93.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1569&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.94, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.94.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1570&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.97, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.97.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1571&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.98, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.98.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1572&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.a, and its dimensions are 9 3/8 in. x 10 1/4 in. (23.81 cm x 26.04 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.A.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1573&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.100, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.100.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1574&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.12, and its dimensions are 9 5/8 in. x 11 1/4 in. (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.12.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1575&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.15, and its dimensions are 9 5/8 in. x 11 1/4 in. (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.15.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1576&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.99, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.99.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1577&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.b, and its dimensions are 9 1/2 in. x 11 1/4 in. (24.13 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.B.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1578&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.c, and its dimensions are 9 3/8 in. x 11 in. (23.81 cm x 27.94 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.c.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1579&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.d, and its dimensions are 9 1/8 in. x 10 1/2 in. (23.18 cm x 26.67 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.d.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1580&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.e, and its dimensions are 9 3/8 in. x 10 1/8 in. (23.81 cm x 25.72 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.e.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1581&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.f, and its dimensions are 9 3/8 in. x 10 1/2 in. (23.81 cm x 26.67 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.f.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1582&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.101, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.101.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1583&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.102, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.102.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1584&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.103, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.103.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1585&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.108, and its dimensions are 6 3/8 in. x 8 3/4 in. (16.19 cm x 22.23 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.108.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1586&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.109, and its dimensions are 8 1/8 in. x 10 5/8 in. (20.64 cm x 26.99 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.109.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1587&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.110, and its dimensions are 7 1/4 in. x 8 1/2 in. (18.42 cm x 21.59 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.110.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1588&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.111, and its dimensions are 6 3/4 in. x 8 3/4 in. (17.15 cm x 22.23 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.111.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1589&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.112, and its dimensions are 6 1/2 in. x 9 1/4 in. (16.51 cm x 23.5 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.112.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1590&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.113, and its dimensions are 7 5/8 in. x 10 3/4 in. (19.37 cm x 27.31 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.113.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1591&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.115, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.115.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1592&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.116, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.116.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1593&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.117, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.117.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1594&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.119, and its dimensions are 9 1/2 in. x 11 in. (24.13 cm x 27.94 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.119.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1595&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.120, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.120.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1596&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.121, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.121.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1597&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.122, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.122.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1598&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.125, and its dimensions are 9 1/2 in. x 10 7/8 in. (24.13 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.125.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1599&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.127, and its dimensions are 9 3/4 x 11 1/4 (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-127.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1600&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.128, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-128.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1601&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.130, and its dimensions are 9 5/8 in. x 11 1/4 in. (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-130.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1602&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.131, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-131.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1603&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.132, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-132.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1604&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.133, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-133.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1605&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.136, and its dimensions are 9 1/2 in. x 10 7/8 in. (24.13 cm x 27.62 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.136.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1606&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.137, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-137.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1607&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.139, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-139.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1608&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.138, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-138.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1609&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.140, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955-102-140.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1610&objectName=Ten Bamboo Studio Prints
Ten Bamboo Studio Prints,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock. Its accession number is 1955.102.141, and its dimensions are 9 5/8 x 11 1/4 (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.141.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=1611&objectName=Ten Bamboo Studio Prints
