主体,介绍
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Couch_Bed,"This couch bed would have once graced the elegant women’s quarters of a Chinese palace. The phoenix, depicted on the central panel of the back, has been used both as a symbol of an empress and as a general sign for a female in China. Other images on this piece—such as the multiple pairs of birds and the eight lions and cub playing with embroidered balls—represent conjugal bliss and procreation."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Covers,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
Sutra_Cover,"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles."
