藏品名称,作者,年代,描述,图片链接,详情链接
Door Guard Zhao Gongming,China,early 20th century,"As door guard, Zhao Gongming is usually paired with the Lamp-lighting Daoist Master, both fictional characters from the late sixteenth-century novel the Investiture of the Gods. Here, he rides a tiger and brandishes his iron cudgel. A pair of scissors, his magic weapon, floats underneath. The gold ingot held in his left hand indicates that he is also the god of wealth. The characterization of Zhao Gongming’s face, masklike in thick red, black, and white pigments, derives from the makeup conventions of Chinese opera. The predominant red color signals the character’s courage and righteousness.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_043.jpg,https://www.metmuseum.org/en/art/collection/search/77139
Carpet,,late 18th–early 19th century,"Carpets woven in the former silk road settlements of Kashgar, Yarkand, and Khotan, situated at the western end of the Taklamakan Desert, display a mixture of patterns and styles. Chinese influence can be seen in the palette–with emphasis on deep red, blue, and yellow–and in some patterns, particularly those of the borders. Field patterns typically draw from Iranian or Central Asian Turkic or even Mughal Indian traditions. The knot type is the asymmetrical knot favored in Iran. This rug bears one of the more popular patterns found in these carpets, the vase and pomegranate design, here arranged in four units repeated to fill the large field.",https://images.metmuseum.org/CRDImages/is/mobile-large/DP330842.jpg,https://www.metmuseum.org/en/art/collection/search/447494
Vase with gentlemen in a landscape (one of a pair),China,ca. 1915–35,"Early in the twentieth century, under the auspices of Yuan Shikai, some ceramics of surprisingly fine quality were produced at the Jingdezhen kilns of Jiangxi Province. Yuan had been named president of the Chinese Republic in 1912, and his ambitions to become emperor were realized in December 1915, when he ""accepted"" the throne. His reign was short-lived, however, as he died in June 1916.This pair of vases (with 68.4.2) have mirror-image designs that have been painted over the glaze in sepia and black pigments with minute attention to detail. They are marked on the base with Yuan Shikai's reign title, Hongxian, and they stand as proof of a degree of excellence in ceramic manufacture that is generally unexpected in wares of this period.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP261021.jpg,https://www.metmuseum.org/en/art/collection/search/42322
Vertical Panel,China,18th–19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/179562.jpg,https://www.metmuseum.org/en/art/collection/search/70374
Vase,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_409_O1_sf.jpg,https://www.metmuseum.org/en/art/collection/search/48654
Buddha Amitabha Descending from his Pure Land,Unidentified artist,13th century,"This painting, traditionally ascribed by Japanese scholars to a Song Buddhist painter named Zhang Sigong, represents the Buddha Amitabha (J.: Amida) welcoming souls into his Western Paradise. The drapery of the robe is drawn in the ""scudding-cloud and running-water"" style, a drapery pattern the Chinese used to recall the Indian origin of the Buddha image.Infrared reflectography has revealed the following traces of an inscription in the lower left corner: ""Qingyuanfu, east of Washing Horse Bridge. . . ."" Since the name of the city of Ningbo was changed from Mingzhou to Qingyuanfu in 1195 and to Qingyuanlu in 1277, the painting may be dated to between 1195 and 1277. Stylistically, this work appears to date from the end of the twelfth or the beginning of the thirteenth century: the figure is extremely well drawn, with fine lines firmly describing the splendid face and hands of the image in a fully three-dimensional manner. An almost identical Buddha appears in one of the Daitokuji Five Hundred Luohans paintings, also made in Ningbo and dated 1178.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222080.jpg,https://www.metmuseum.org/en/art/collection/search/40282
Figure,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/31628.jpg,https://www.metmuseum.org/en/art/collection/search/43253
Dragon Vase,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/49228.jpg,https://www.metmuseum.org/en/art/collection/search/43312
Cup,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321098.jpg,https://www.metmuseum.org/en/art/collection/search/43207
Snuff bottle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321885.jpg,https://www.metmuseum.org/en/art/collection/search/41540
Snuff bottle with the character of longevity (shou),China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319169.jpg,https://www.metmuseum.org/en/art/collection/search/41217
Snuff Bottle,China,19th century,"Aventurine glass, which was made by dissolving copper particles into the molten glass, was invented by the Venetian glass makers of Murano. It was introduced to China during the Kangxi reign (1662–1722) and immediately caught the imagination of the Qing court. These prized bottles were made by the Imperial Workshop and given as gifts or rewards.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP319233.jpg,https://www.metmuseum.org/en/art/collection/search/41517
Snuff bottle with figure in a garden,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319182.jpg,https://www.metmuseum.org/en/art/collection/search/41230
Snuff bottles with figures in landscape,China,18th century,"Lacquer, the resin of a tree, has been colored with the mineral cinnabar and then layered onto the surface of this snuff bottle. It is the lacquer, not the underlying substructure, which was carved to create the scene of figures in a landscape.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP321913.jpg,https://www.metmuseum.org/en/art/collection/search/41607
Snuff Bottle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319206.jpg,https://www.metmuseum.org/en/art/collection/search/41408
Snuff Bottle,China,未知年代,"Painting inside snuff bottles was a novel development in the nineteenth century. With an angled bamboo pen, the artist worked through the narrow opening of a bottle’s mouth to paint pictures or write calligraphy on its interior walls.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP321877.jpg,https://www.metmuseum.org/en/art/collection/search/41546
Snuff bottle with flowers and rocks,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319237.jpg,https://www.metmuseum.org/en/art/collection/search/41618
Snuff Bottle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321810.jpg,https://www.metmuseum.org/en/art/collection/search/41249
Snuff bottle with Buddhist emblems,China,未知年代,The parasol and flaming jewel carved deeply into the surface of this object are two of eight auspicious emblems introduced to China with Buddhism.,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319171.jpg,https://www.metmuseum.org/en/art/collection/search/41240
Snuff bottle in the shape of a gourd,China,未知年代,"A popular decorative motif, the gourd is synonymous of progeny, or multiple children, because the image of numerous gourds growing on a single vine is viewed as a symbol of many children in one family line.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP321893.jpg,https://www.metmuseum.org/en/art/collection/search/41581
Snuff Bottle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321855.jpg,https://www.metmuseum.org/en/art/collection/search/41252
Snuff bottle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321812.jpg,https://www.metmuseum.org/en/art/collection/search/41414
Snuff bottle with pomegranates and bat,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321871.jpg,https://www.metmuseum.org/en/art/collection/search/41525
Snuff bottle with bird on a branch,China,19th century,"Unglazed porcelain, also called biscuit porcelain, and high-relief decoration, were particularly popular during the late nineteenth century.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP319235.jpg,https://www.metmuseum.org/en/art/collection/search/41595
Snuff bottle with lion,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321875.jpg,https://www.metmuseum.org/en/art/collection/search/41532
Snuff bottle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319224.jpg,https://www.metmuseum.org/en/art/collection/search/41521
Snuff bottle,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321814.jpg,https://www.metmuseum.org/en/art/collection/search/41513
Snuff bottle with squirrel and grapes,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321917.jpg,https://www.metmuseum.org/en/art/collection/search/41713
Snuff bottle with women and children in a garden,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319228.jpg,https://www.metmuseum.org/en/art/collection/search/41656
Furniture Cover,China,18th century,"This furniture cover, probably for a seating platform (kang), is embroidered in the border and the field with a generally symmetrical scrolling floral pattern and a large number of tiny bats (a rebus for ""blessing""). The design is punctuated with auspicious Buddhist symbols.",https://images.metmuseum.org/CRDImages/as/mobile-large/145805.jpg,https://www.metmuseum.org/en/art/collection/search/69903
Rank Badge,China,未知年代,"The bird shown on this badge is a crane, corresponding to the highest rank of civil official. The badge is woven in a fine silk tapestry weave (kesi) with some details, especially outlines, in metallic thread. The sun, at the upper right, was a Qing-dynasty innovation not found on Ming badges.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14766-001.jpg,https://www.metmuseum.org/en/art/collection/search/60511
Snuff bottle,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321857.jpg,https://www.metmuseum.org/en/art/collection/search/41418
Snuff bottle with landscape,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP321887.jpg,https://www.metmuseum.org/en/art/collection/search/41571
Panel with Geometric Pattern,China,18th century,"This type of geometric pattern, supposedly derived from designs on ancient textiles, began to appear in the later Ming period (late 16th century). It continued to be elaborated and woven during the Qing dynasty.",https://images.metmuseum.org/CRDImages/as/mobile-large/RT654.jpg,https://www.metmuseum.org/en/art/collection/search/60507
Snuff bottle with god of longevity and deer,China,18th–19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319163.jpg,https://www.metmuseum.org/en/art/collection/search/41103
Vase with plum branches,China,18th–19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP326741.jpg,https://www.metmuseum.org/en/art/collection/search/64990
Vase with archaic motifs,China,未知年代,"The interlaced designs, many ending in dragon’s heads, on the surface of this vase can be traced to decorations found on bronze vessels during the latter part of the Zhou dynasty (1046–256 B.C.).",https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_677_O2.jpg,https://www.metmuseum.org/en/art/collection/search/43975
Snuff bottle,China,18th–19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP319174.jpg,https://www.metmuseum.org/en/art/collection/search/41111
Luohan (Arhat),China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/14730.jpg,https://www.metmuseum.org/en/art/collection/search/42010
Brush holder with two brushes,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP272523.jpg,https://www.metmuseum.org/en/art/collection/search/44293
Luohan (Arhat),China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/14740.jpg,https://www.metmuseum.org/en/art/collection/search/42151
Fantastic creature supporting a vase,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/32709.jpg,https://www.metmuseum.org/en/art/collection/search/41915
Water Buffalo,China,18th century,"Ingeniously shaped out of a massive dark green nephrite boulder from the riverbed of Yarkand, in northwestern China, this sculpture weighs more than forty pounds. The cunning naturalistic details, including a whorl of hair on the animal’s forehead, demonstrate the observant eye of a master carver in the eighteenth century.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-19133-001.jpg,https://www.metmuseum.org/en/art/collection/search/42739
Water receptacle,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-050.jpg,https://www.metmuseum.org/en/art/collection/search/41923
Bowl,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/14743.jpg,https://www.metmuseum.org/en/art/collection/search/42103
Water receptacle,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/32848.jpg,https://www.metmuseum.org/en/art/collection/search/42152
Crab,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_377_O3.jpg,https://www.metmuseum.org/en/art/collection/search/41911
Vase in the shape of a pilgrim flask,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/10031.jpg,https://www.metmuseum.org/en/art/collection/search/42004
Headdress ornament,China,13th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP356326.jpg,https://www.metmuseum.org/en/art/collection/search/41913
Vase with dragon and phoenix,China,18th–19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-056.jpg,https://www.metmuseum.org/en/art/collection/search/41919
Alms bowl for a Buddhist monk,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/14886.jpg,https://www.metmuseum.org/en/art/collection/search/42056
Boulder with the eight horses of King Mu,China,18th century,"King Mu (r. 1001–947 B.C.) was an intrepid adventurer and is said to have traveled to the famous paradise of the immortals on Mount Kunlun as well as to other worldly and not–so–worldly sites. After his adventures, he released his eight favorite horses into a beautiful valley to finish their lives under the care of his charioteer.",https://images.metmuseum.org/CRDImages/as/mobile-large/14578.jpg,https://www.metmuseum.org/en/art/collection/search/42007
Archaic-style vessel with dragon,China,late 18th–19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/14575.jpg,https://www.metmuseum.org/en/art/collection/search/41944
Brush pot with Daoist paradise,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/15018.jpg,https://www.metmuseum.org/en/art/collection/search/42084
Ink palette,China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_798b_O4_sf.jpg,https://www.metmuseum.org/en/art/collection/search/42104
Ram,China,late 18th–early 19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-065.jpg,https://www.metmuseum.org/en/art/collection/search/41927
Mythical animal,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-061.jpg,https://www.metmuseum.org/en/art/collection/search/41914
Boulder with Daoist paradise,China,18th century,"This impressive jade sculpture represents a Daoist paradise where immortals, cranes, and deer move through a mountainous landscape punctuated by pines, a waterfall, and a pavilion that stands beside a peach tree laden with fruit. Lower down the slope, a servant offers a platter of these ""peaches of immortality"" to two bearded figures. The otherworldly atmosphere is further enhanced by the meandering clouds that encircle the crest of the mountain. Jade, which is sonorous when struck but is harder than steel, has long been associated with moral virtue and immortality. The theme of reclusion within misty, fantastic realms appears in youxian (Wandering in Transcendence) poetry of the Six Dynasties period (220–589), and was a very popular painting subject beginning in the Tang dynasty (618–906).",https://images.metmuseum.org/CRDImages/as/mobile-large/DP223608.jpg,https://www.metmuseum.org/en/art/collection/search/42059
Headdress ornament,China,14th–16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP356322.jpg,https://www.metmuseum.org/en/art/collection/search/41912
Water pot with dragon,China,early 18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/14596.jpg,https://www.metmuseum.org/en/art/collection/search/41921
Bowl with handles,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/14741.jpg,https://www.metmuseum.org/en/art/collection/search/41999
Water vessel in the shape of a marriage cup,China,18th century,"The marriage cup, which derives its name from the shape of two joined rhombuses, signifies the ideal union of two individuals. On one side of the cup are two small boys, one holding a ruyi scepter and the other wearing a vest decorated with coin shapes. Their companions on the other side hold a peach and a vase filled with coral. While the accessories in their hands stand for happiness, wealth, and longevity, the boys themselves allude to the proliferation of offspring as the hopeful result of a marriage.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-066.jpg,https://www.metmuseum.org/en/art/collection/search/42096
Dish in the shape of a chrysanthemum flower (one of two),China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/15014.jpg,https://www.metmuseum.org/en/art/collection/search/42101
Pilgrim bottle,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/14563.jpg,https://www.metmuseum.org/en/art/collection/search/42150
Covered vase with phoenix,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/14920.jpg,https://www.metmuseum.org/en/art/collection/search/41940
Two Monkeys on Two Peaches,China,18th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_376_O_sf.jpg,https://www.metmuseum.org/en/art/collection/search/42098
Seated Amida,China,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-38432-001.jpg,https://www.metmuseum.org/en/art/collection/search/61508
Dish in the shape of a chrysanthemum flower (one of two),China,19th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/15014.jpg,https://www.metmuseum.org/en/art/collection/search/42100
Winged Cup with Geometric Designs,China,3rd century BCE,"By the Warring States period, Chu, noted for its lacquer production, was the major cultural force in south central China. The visual arts of Chu are often characterized as shamanistic in response to the prevalence of images of fairylike creatures riding on dragons, or clouds that change imperceptibly into dragons, and, as they meander through the sky, transform again into dragons. The playful, thin lines painted on this winged cup are a later stylized version of the traditional cloud-dragon motif. The two large winglike appendages on the cup are often described as ""ears"" in Chinese writings, and cups of this type, known from at least the eighth century B.C., are generally termed ""ear-cups,"" or erbei. It was most likely once part of a matched set of eating and drinking vessels.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP100674.jpg,https://www.metmuseum.org/en/art/collection/search/44788
Vase with gentlemen in a landscape (one of a pair),China,ca. 1915–35,"Early in the twentieth century, under the auspices of Yuan Shikai, some ceramics of surprisingly fine quality were produced at the Jingdezhen kilns of Jiangxi Province. Yuan had been named president of the Chinese Republic in 1912, and his ambitions to become emperor were realized in December 1915, when he ""accepted"" the throne. His reign was short-lived, however, as he died in June 1916.This pair of vases (with 68.4.1) have mirror-image designs that have been painted over the glaze in sepia and black pigments with minute attention to detail. They are marked on the base with Yuan Shikai's reign title, Hongxian, and they stand as proof of a degree of excellence in ceramic manufacture that is generally unexpected in wares of this period.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP261011.jpg,https://www.metmuseum.org/en/art/collection/search/42325
Eleven-headed bodhisattva Guanyin,China,1778,"The central figure in this magnificent embroidery is eleven-headed Guanyin, one of many manifestations of the compassionate bodhisattva. The eleven heads symbolize steps on the path to enlightenment.This hanging illustrates the highest achievement of imperial Qing embroidery works of the eighteenth century. The embroidery features elaborate details. These include one thousand arms encircling Guanyin’s body with an eye in the center of the palm of each hand. An ink inscription on the object’s back panel indicates it was created in 1778 under the third Changkya Khutukhtu (1717–86), a Mongolian Tibetan Buddhist representative at the Qing court.Caption:Inscription on the back in Chinese, Manchurian, Tibetan, and Mongolian: “On the twenty-fourth day of the fourth month of the forty-third year ofQianlong reign [May 20, 1778] the Emperor [Qianlong] commanded the Changkya Khutukhtu to supervise this embroidery [of] eleven-headed Bodhisattva Guanyin.”",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16208-006.jpg,https://www.metmuseum.org/en/art/collection/search/68530
Robe of State,China,19th century,"The robe of state, or chaofu, is the most formal of the imperial Qing robes, and was worn by the emperor and by his high officials during important annual rites. The slim-fitting sleeves and horse-hoof-shaped cuffs, which are vestiges of jackets for horseback hunting in cold weather, illustrate a Manchu adaptation of the traditional Han Chinese court dress, as does the shorter length of the garment. Such adaptations were formalized in 1759 when the style and decoration of court robes were standardized under regulations which also designated colors and designs for different types of robes. The dark blue color and four-clawed dragons on this robe indicate it would have been worn by an individual ranking somewhere between a third degree prince and a fourth degree official.",https://images.metmuseum.org/CRDImages/as/mobile-large/17_82_2 front.jpg,https://www.metmuseum.org/en/art/collection/search/68295
Letters,Various calligraphers,未知年代,"明 諸家尺牘 五册 紙本Chinese calligraphy is more than just handwriting. From at least the second century, it was considered an outlet for personal expression, not just in the words one wrote, but also in the abstract forms of one’s brushwork. Correspondingly, it was believed that a sensitive viewer could read a man’s character through his calligraphy. Letters were seen as particularly revealing because they were private documents that encouraged the most unguarded type of personal expression. In reality, however, famous calligraphers knew that their letters might be collected as works of art, and they strove to write beautifully even in private correspondence.These letters are by men of the Ming dynasty (1368–1644). They were preserved by collectors because of the fame of the writers, the beauty of the calligraphy, or both. Writing and reading letters were important daily activities in imperial China, where jobs were often located far away from friends and family. Many were written quickly and often for practical purposes, and they offer a glimpse inside the daily life of the scholar’s studio.",https://images.metmuseum.org/CRDImages/as/mobile-large/EX.2012.2.022.5_08_crd.jpg,https://www.metmuseum.org/en/art/collection/search/78859
Mirror,China,未知年代,"Though the surface design of this mirror is fantastically complex, its greatest significance is the inscription cast on its border:The sages made this mirror with the essence of the Five Elements. The images and designs are derived from the fundamental principles. Its brilliance is like the sun and moon, and its character firm and clear. When you see your face in the mirror, it dispels all harms and woes. May the Central Kingdom (i.e., China) be peaceful and secure, and prosper for generations and generations to come, by following the great law that governs all.These lines express explicitly the spirit of the age, when people from all parts of the empire began to identify themselves as Chinese, and China as their common homeland",https://images.metmuseum.org/CRDImages/as/mobile-large/LC-SL_1_2017_2_1_001.jpg,https://www.metmuseum.org/en/art/collection/search/640926
Woman's Sleeveless Jacket with Butterflies,China,late 19th–early 20th century,"Tapestry-woven (kesi) silk and metallic thread Emblematic of summer and joy, butterflies have long inspired Chinese writers, artists, and even philosophers. For example, the Zhuangzi, a book of Daoist thought (ca. 300 A.D.), contains a story in which the purported author, Zhuangzi dreams he is a butterfly. By the late Tang dynasty, a story of ""butterfly lovers"" appeared in which a young couple, tragically thwarted in their wishes to wed, turn into a pair of butterflies and flutter away.The delicate tapestry-woven (kesi) butterflies seen on the green background of this sleeveless jacket also occur on the black background of its border. Beginning in the second half of the nineteenth century, the borders at the edges of garments became increasingly elaborate.",https://images.metmuseum.org/CRDImages/as/mobile-large/135137.jpg,https://www.metmuseum.org/en/art/collection/search/53714
Sutra Cover with Lotus Scroll,China,16th–early 17th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176071.jpg,https://www.metmuseum.org/en/art/collection/search/39927
Sutra Cover with Floral Scroll,China,16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176118_rev.jpg,https://www.metmuseum.org/en/art/collection/search/53752
Sutra Cover with Gourds on a Vine Scroll,China,16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176133.jpg,https://www.metmuseum.org/en/art/collection/search/53759
Sutra Cover with Clouds and Auspicious Symbols,China,16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176176.jpg,https://www.metmuseum.org/en/art/collection/search/59663
Sutra Cover with Prunus Scroll,China,16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176112.jpg,https://www.metmuseum.org/en/art/collection/search/44096
Sutra Cover with Butterflies in a Floral Scroll,China,15th–16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176072_rev.jpg,https://www.metmuseum.org/en/art/collection/search/51283
Sutra Cover with Decorated Lattice,China,15th–16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176069.jpg,https://www.metmuseum.org/en/art/collection/search/53754
Sutra Cover with Floral Scroll,China,16th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/176111.jpg,https://www.metmuseum.org/en/art/collection/search/44095
Daoist priest’s robe,China,18th century,"This is a formal outfit for Daoist ceremonies, embroidered with a variety of animals that have religious significance. On top of the large roundel containing a pagoda are a red sun with a gold crow on the left and a white moon with a jade rabbit on the right. White cranes, symbols of immortality, are embroidered all over the robe. Along the bottom border is a mixture of different mythical animals, including blue and red dragons, unicorns, dragonfish, and a tortoise entwined with a snake (xuanwu), a mythical creature that symbolizes the north in the Chinese cosmic system.Front of the robe. The two panels along its collar are embroidered with the blue dragon (symbol of the east) and the white tiger (symbol of the west).",https://images.metmuseum.org/CRDImages/as/mobile-large/DP251116.jpg,https://www.metmuseum.org/en/art/collection/search/68508
Belt Plaque with Confronted Bovines,North China,2nd–1st century BCE,,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_120_F_sf.jpg,https://www.metmuseum.org/en/art/collection/search/59529
"The Deity Vajrabhairava, Tantric Form of the Bodhisattva Manjushri",China,early 15th century,"The most popular tantric manifestation of Manjushri is Vajrabhairava. Here, he has a buffalo head, holds an array of weapons, and tramples on birds, dogs, and Hindu gods. In this form, he is sometimes called Yamantaka, or the defeater of death, a deity that ends the cycle of rebirth and provides a path to nirvana. He frightens away egotism and selfishness—the root of suffering—and in this true form reveals the awesome and terrifying nature of enlightenment. For this extraordinary embroidery, the artist employed fine silk floss to achieve brilliant gradations of color and used horsehair underneath to create three-dimensional effects. The work was likely part of a group given by the Yongle-period emperor Chengzu to a Tibetan monk who conducted Vajrayana rituals in the Chinese court in 1415–16.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15583-002.jpg,https://www.metmuseum.org/en/art/collection/search/39742
Rank patent,China,dated 1761,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP204112_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/36092
Portrait of Shaoyu in the guise of Liu Ling,Unidentified artist,ca. 1795,"This is an example of a type of portrait that became popular in the seventeenth and eighteenth centuries, in which the sitter plays the role of a famous historical or legendary figure. Here, the subject, identified only by his sobriquet, Shaoyu, appears in the guise of the drunken scholar Liu Ling (221–300), who turned to wine to escape the tumultuous political environment of his day. Liu is remembered as one of the Seven Sages of the Bamboo Grove, contemporaries who renounced worldly affairs for the simple pleasures of drink, music, and poetry. Following standard depictions of Liu, Shaoyu rides in a deer-drawn carriage and is accompanied by attendants, one of whom carries a spade to bury the master on the spot should he die from dissipation.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16244-005_crd.jpg,https://www.metmuseum.org/en/art/collection/search/749116
"Vase decorated with flowers, birds, and poems",China,dated 1709,"The precise date for the vase is found in the poems and seals that are part of the decoration. One of the poems discusses peonies, particularly those on the mythical mountain Penglai, while the other alludes to the strength and brightness of chrysanthemums. The seal, which appears twice, is that of the “residence of wood and stone” (mu shi ju), the name of an independent kiln or studio at Jingdezhen.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP307600.jpg,https://www.metmuseum.org/en/art/collection/search/49352
Flower Pot,China,13th–14th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/134057.jpg,https://www.metmuseum.org/en/art/collection/search/49218
Ornament,China (Miao),late 19th century,,"https://images.metmuseum.org/CRDImages/as/mobile-large/2002.316a,b_Tp.jpg",https://www.metmuseum.org/en/art/collection/search/85247
Belt hook with dragons,North China,3rd–2nd century BCE,"Belt hooks, possibly inspired by nomadic cultures of the steppes, were not merely a practical garment fastener but also an important means of asserting social standing. The masterly cast, intertwined dragons and luxurious gilding of this accessory communicate the prominent status of the owner.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-31551-001.jpg,https://www.metmuseum.org/en/art/collection/search/59560
One Hundred Horses,Giuseppe Castiglione (Lang Shining 郎世寧),datable to 1723–25,"During the eighteenth century, the Manchu Qing dynasty sponsored a major revival of courtly arts, which attained a new monumental scale, technical finish, and descriptive intricacy. A key figure in establishing this new court aesthetic was the Italian Jesuit Giuseppe Castiglione. A master of vividly naturalistic draftsmanship and large-scale compositions, in Europe he worked as a muralist. Castiglione helped to create a new, hybrid style that combined Western realism with traditional Chinese conventions of composition and brushwork.This monumental scroll, a unique example of a Castiglione preparatory drawing, is the model for one of Castiglione's most famous paintings, the One Hundred Horses scroll preserved in the National Palace Museum, Taipei. The drawing, although done with a brush rather than a pen, is executed almost exclusively in the European manner. Landscape is represented using Western-style perspective, figures are often shown in dramatically foreshortened views, and vegetation is depicted with spontaneous arabesques and cross-hatching. The large scale of the painting also suggests a European influence, as if Castiglione had taken a typical Western canvas and extended its length to make an architectural frieze.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP355646.jpg,https://www.metmuseum.org/en/art/collection/search/44632
Necklace,China (Miao-Wuya),1900–1975,,https://images.metmuseum.org/CRDImages/as/mobile-large/2002.318.jpg,https://www.metmuseum.org/en/art/collection/search/85249
Strange Pine in the Yellow Mountain,Zhang Shanzi,dated 1935,"This fan depicts Yellow Mountain (Huangshan), a famous scenic spot in Anhui Province that Zhang knew firsthand as well as through the paintings of such seventeenth-century Anhui masters as Mei Qing (1623–1697), whom he imitates here. Zhang painted this fan at the Master of the Fishing Nets Garden in Suzhou—his studio was located in the courtyard that later served as the model for the Astor Garden Court—where he resided for a time with his better-known younger brother, Zhang Daqian (1899–1983), and his pet tiger. The artist's poetic inscription reads:The strange pines painted by the Mei family are unsurpassed,Father and son sit together practicing their brushwork in the sand.For a thousand ages Yellow Mountain's beautiful colors have been marvelous; How many people have been moved by its magical rosy clouds?(Robert Hatfield Ellsworth et al., trans., Later Chinese Painting and Calligraphy, 1800-1950, 3 vols. [New York: Random House, 1987], vol. 1, p. 138)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP162584.jpg,https://www.metmuseum.org/en/art/collection/search/36236
