藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Door Panels from a Temple,Gift of C.T. Loo,Qing dynasty (1644-1911),"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files.",https://art.nelson-atkins.org/internal/media/dispatcher/125869/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/35336/door-panels-from-a-temple;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=159
Zoomorphic Spiral,Purchase: William Rockhill Nelson Trust,9th century B.C.E.,Bronze pole end or finial in the form of a coiled dragon with two spikes on its back and its sides decorated with stylized geometric designs.,https://art.nelson-atkins.org/internal/media/dispatcher/27441/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/24251/zoomorphic-spiral;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=160
Standing Bodhisattva,Purchase: William Rockhill Nelson Trust,ca. 520-525 C.E.,"Provincial sculpture of a standing figure wearing heavy drapery with stiff, regular pleats, crossed scarves, a cusped necklace, and crown with heavy ribbons.  The figure's right hand is held in a gesture of abhaya (reassurance), and the left hand is held in a gesture of varada (wish-bestowing).  Originally painted and gilded.  Pigment in several colors still remains on the figure.",https://art.nelson-atkins.org/internal/media/dispatcher/31473/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/25084/standing-bodhisattva;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=161
Seated Maitreya Buddha,Purchase: William Rockhill Nelson Trust,ca. 725 C.E.,"A headless figure, seated on a stone bench, with both legs pendant.  The right hand is raised in abhaya mudra, the left is resting palm-down on the left knee.  Wears a flowing robe, with the right shoulder left bare; draped in ridged folds, covering the figure as well as the bench.",https://art.nelson-atkins.org/internal/media/dispatcher/26441/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/25516/seated-maitreya-buddha;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=162
Birds Flying Near Waterfall,Purchase: William Rockhill Nelson Trust,16th century,"Album painting of birds flying near waterfall, large tree in left upper corner.",https://art.nelson-atkins.org/internal/media/dispatcher/76635/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/25937/birds-flying-near-waterfall;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=164
Vase in the Form of a Jade Cong,Purchase: William Rockhill Nelson Trust,Southern Song dynasty (1127-1279),"Square vase in shape of an archaic ""ts'ung"" (ritual object, symbol of earth). with fine crackle. Vase has crimped edges, fine crackle, greyish-blue glaze with traces of rose.",https://art.nelson-atkins.org/internal/media/dispatcher/27477/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/1520/vase-in-the-form-of-a-jade-cong;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=166
Wine Cup,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Oblong bowl with two flanges on the long sides. Serpentine design on side, zig-zag design in relief on edge. Iridescent green glaze.",https://art.nelson-atkins.org/internal/media/dispatcher/32687/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/5041/wine-cup;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=167
Ladle,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Rectangular in shape, with a short handle.",https://art.nelson-atkins.org/internal/media/dispatcher/51121/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29100/ladle;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=168
Portrait of the Emperor Yung Cheng,Purchase: William Rockhill Nelson Trust,18th century,"Standing figure of emperor with a moustache, wearing a black embroidered brocade dress and red cloak.",,https://art.nelson-atkins.org/objects/31845/portrait-of-the-emperor-yung-cheng;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=169
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,Shang dynasty (1500-1045 B.C.E.),"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.",,https://art.nelson-atkins.org/objects/26878/inscribed-oracle-bone;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=170
Atlantean Figure of a Winged Demon,Purchase: William Rockhill Nelson Trust,Northern Qi dynasty (550-577 C.E.),"Figure of a demon, intended to serve as a support for an engaged column.  Body with wings, large horns, three fingers, and two toes; with shoulders hunched and arms braced on thighs.",https://art.nelson-atkins.org/internal/media/dispatcher/27629/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/26879/atlantean-figure-of-a-winged-demon;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=171
Offering Procession of the Empress as Donor with Her Court,Purchase: William Rockhill Nelson Trust,ca. 522 C.E.,Dark limestone with traces of color.  Originally in very fragmentary condition; restored and compensated.,https://art.nelson-atkins.org/internal/media/dispatcher/162347/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/8976/offering-procession-of-the-empress-as-donor-with-her-court;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=173
Incense Burner,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),Iridescent green glaze. with compartment below for fuel.,https://art.nelson-atkins.org/internal/media/dispatcher/32689/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/5744/incense-burner;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=174
Jar,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),Large bulbous jar with long neck. handles held by animal masks.,https://art.nelson-atkins.org/internal/media/dispatcher/32690/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/6880/jar;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=176
Many Deer,Purchase: William Rockhill Nelson Trust,Ming-Qing dynasty (1368-1911),"Twenty two deer of varying age and sex in a rocky, wooded landscape setting beside a mountain stream with waterfalls.",https://art.nelson-atkins.org/internal/media/dispatcher/133156/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/7159/many-deer;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=177
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"The Shang elite addressed questions to their ancestors using the shoulder blades (scapula) of oxen and the underbelly shells (plastron) of turtles. When a hot poker was applied to the rear, cracks appeared on the front surface. These cracks were interpreted as answers to the questions, which were inscribed alongside. These inscriptions represent the earliest surviving substantive examples of Chinese writing.",https://art.nelson-atkins.org/internal/media/dispatcher/35922/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/22023/inscribed-oracle-bone;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=178
Kneeling Figure,Purchase: William Rockhill Nelson Trust,Northern Wei dynasty (386-534 C.E.),"Figure of a kneeling woman, holding her hands up in front of her body and holding a drum on her right knee.  Traces of polychrome.",https://art.nelson-atkins.org/internal/media/dispatcher/51061/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29089/kneeling-figure;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=179
Fragment of Maitreya as a Meditating Bodhisattva,Purchase: William Rockhill Nelson Trust,541 C.E.,"Seated figure with upper part of body lacking.  Broad mass of drapery on front of legs, with parallel incised fold lines and reiterated drapery pleats whose hemlines are arranged into symmetrically repeated scallops terminating in an upper ogive.  Left foot rests on a lotus-petal cushion.  Lower edge of base encircled with flattened lotus petals.  On surface of the base, at either side, are fragments of swirling ends of drapery carved in relief.  Long inscription engraved on rear of rectangular base.",https://art.nelson-atkins.org/internal/media/dispatcher/31485/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29103/fragment-of-maitreya-as-a-meditating-bodhisattva;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=180
Head of a Buddha,Purchase: William Rockhill Nelson Trust,ca. 490 C.E.,"Head of a Buddha from cave temples at Yun-Kang. Long, narrow head, with plain ushnisha, sharp, pointed nose, archaic smile, almond-shaped eyes, long pendant ears.",https://art.nelson-atkins.org/internal/media/dispatcher/27618/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/26998/head-of-a-buddha;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=182
Jar with three cloud-shaped feet,Purchase: William Rockhill Nelson Trust,Qing dynasty (1644-1911),"Heavy-bodied jar with thick Millet-colored crackled glaze stained black, against a ground of smaller reddish-brown crackle.  Dark brown lip. Jar is an imitation of ko-yao ware.",https://art.nelson-atkins.org/internal/media/dispatcher/21670/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29567/jar-with-three-cloudshaped-feet;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=183
Chair Rug,Purchase: William Rockhill Nelson Trust,18th century,"Rectangular rug with a medallion in the center of a lion in blue, surrounded by a background and borders of floral and geometric designs, in shades of blue, yellow and tan.",https://art.nelson-atkins.org/internal/media/dispatcher/11626/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29849/chair-rug;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=184
Pot,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Conical shaped pot for stove, with holes in bottom.",https://art.nelson-atkins.org/internal/media/dispatcher/32694/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/30156/pot;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=185
Kneeling Figure,Purchase: William Rockhill Nelson Trust,Northern Wei dynasty (386-534 C.E.),"Figure of a kneeling woman wearing simple robes, with hands outstretched directly to her front.  Traces of polychrome, a red robe trimmed in black.",https://art.nelson-atkins.org/internal/media/dispatcher/51057/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/30326/kneeling-figure;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=186
Chair,Purchase: William Rockhill Nelson Trust,18th century,"Red lacquer chair decorated with flowers, trees and birds, with scroll patterns along the tops of the arms and back.",https://art.nelson-atkins.org/internal/media/dispatcher/14879/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/26413/chair;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=187
Cooking Stove,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Flat simple stove with semi-circular end, door below for fuel, and two openings above for pots.",https://art.nelson-atkins.org/internal/media/dispatcher/32692/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/28243/cooking-stove;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=188
Drum-shaped Stool,Purchase: William Rockhill Nelson Trust,Daoguang period (1821-1850),"Black lacquer barrel shaped stool, inlayed with mother-of-pearl designs of birds, flowers, and trees.",https://art.nelson-atkins.org/internal/media/dispatcher/35112/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/27314/drumshaped-stool;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=189
Ritual Cooking Vessel,Purchase: William Rockhill Nelson Trust,late 6th century B.C.E.,"Large, circular tripod vessel with a lid.  Two bands of strap work ornament on the body and three bands on the lid.  Two handles near the upper rim of the body.  Three circular knobs on the cover.  Green and bright blue patina.",https://art.nelson-atkins.org/internal/media/dispatcher/26422/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29845/ritual-cooking-vessel;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=190
Drum-shaped Stool,Purchase: William Rockhill Nelson Trust,Daoguang period (1821-1850),"Black lacquer barrel shaped stool, inlayed with mother-of-pearl designs of birds, flowers, and trees.",https://art.nelson-atkins.org/internal/media/dispatcher/35113/preview;jsessionid=261BD96309971C843205C3C3F2327994,https://art.nelson-atkins.org/objects/29554/drumshaped-stool;jsessionid=261BD96309971C843205C3C3F2327994?ctx=7ba9f400-253c-4f9f-9447-23554ac98306&idx=191
Wine Vessel,Purchase: William Rockhill Nelson Trust,5th century B.C.E.,"Large bulbous body with a tapering neck.  Lid is in the shape of an eagle's head with a hinged beak.  U-shaped handle is hinged by two S-shaped arms, which are attached to the neck of the vessel.  The lid is secured to the arms by two rings.  Body of the vessel is plain, with rings attached to the back in the middle of the body.",https://art.nelson-atkins.org/internal/media/dispatcher/34944/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/30670/wine-vessel;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=192
Temple Hidden Among Lofty Cliffs,Purchase: William Rockhill Nelson Trust,mid-13th century,"Mountain landscape: asymmetrical composition with very high peaks at right; a temple near the summit of the central peak.  In foreground, a shore surrounded by rugged rocks from which huge twisted pines bend and curve towards the river, with a single fishing boat offshore.",https://art.nelson-atkins.org/internal/media/dispatcher/42131/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/31591/temple-hidden-among-lofty-cliffs;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=193
Landscape,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Landscape with a mountain in the background, water, trees, and a pagoda in the foreground in grays.",,https://art.nelson-atkins.org/objects/30025/landscape;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=194
Fishermen's Evening Song,Purchase: William Rockhill Nelson Trust,ca. 1039-52,Fishermen in small boats on a mountain stream surrounded by towering crags.,https://art.nelson-atkins.org/internal/media/dispatcher/27567/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/12243/fishermens-evening-song;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=195
Spring in the Mountains,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Blue and green mountain landscape in ""literary man's style,"" with trees and hills in the foreground.  With inscription by artist.",,https://art.nelson-atkins.org/objects/14801/spring-in-the-mountains;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=196
Basket of Flowers,Purchase: William Rockhill Nelson Trust,probably Qing dynasty (1644-1911),"Tall-handled basket of flowers with daisies, columbine, pinks, and roses.",https://art.nelson-atkins.org/internal/media/dispatcher/57537/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/13982/basket-of-flowers;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=197
"Landscape with Mountains, Waterfall and Hut a Scholar",Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Landscape with tall rocky mountains in the background, waterfalls, and a hut with a monk in the foreground.",,https://art.nelson-atkins.org/objects/16125/landscape-with-mountains-waterfall-and-hut-a-scholar;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=198
Two Men Presenting a Sword,Purchase: William Rockhill Nelson Trust,probably Qing dynasty (1644-1911),Two kneeling men presenting a sword to a standing man with a wide-brimmed hat.  Fragment of a larger composition.  Mounted as an album leaf.  Sung dynasty in the style of an earlier period.,,https://art.nelson-atkins.org/objects/15661/two-men-presenting-a-sword;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=199
Spray of Fruit Tree with Bird,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Branch from a fruit tree with green leaves, red fruit, and a black and tan bird perched on one leg, with other leg reaching up to its head.",,https://art.nelson-atkins.org/objects/15001/spray-of-fruit-tree-with-bird;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=200
Pair of Coral Hairpins,Purchase: William Rockhill Nelson Trust,19th century,"Coral dragon with pendant of jade, pearl and rose quartz on a gold pin.",https://art.nelson-atkins.org/internal/media/dispatcher/65842/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/16727/pair-of-coral-hairpins;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=201
"Landscape with Mountains, Trees, and Water",Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Landscape with mountains in the background, water, rocks and trees in the foreground, painted in grays.",,https://art.nelson-atkins.org/objects/21308/landscape-with-mountains-trees-and-water;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=202
Ritual Cooking Vessel,Purchase: William Rockhill Nelson Trust,late 12th-early 11th century B.C.E.,"Three legged bronze vessel, body shaped in three lobes tapering to the legs.  Large T'ao T'ieh mask on each of the three lobes with horns in high relief.  Ku along body of the vessel above each leg.  Two handles on rim.  No inscription.  One leg has old restoration.",https://art.nelson-atkins.org/internal/media/dispatcher/27451/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/19860/ritual-cooking-vessel;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=203
Ritual Wine Vessel,Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"Likeyouandhuvessels, theleiheld wine. We don’t know precisely how the functions of the three types differed, but it may be that each was associated with a particular ritual.The body of this vessel is decorated with a variety of birds and dragons, each carefully designed to fill its allotted space. As is usual on fang lei, the mask on the lid is for some unknown reason orientated upside down. The handle at the top is decorated with a small cicada, perhaps symbolizing regeneration.",https://art.nelson-atkins.org/internal/media/dispatcher/27463/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/22140/ritual-wine-vessel;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=204
Horse and Groom,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),A servant in a red robe leading a brown and white horse.,,https://art.nelson-atkins.org/objects/22474/horse-and-groom;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=205
Ancestor Portrait of a Court Lady,Purchase: William Rockhill Nelson Trust,possibly Ming dynasty (1368-1644),"Painting representing a lady of the court dressed in purple, green and gold robe, seated.",https://art.nelson-atkins.org/internal/media/dispatcher/128328/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/24787/ancestor-portrait-of-a-court-lady;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=206
Lady's Coat,Purchase: William Rockhill Nelson Trust,early 18th century,"Palace lady's coat made of kesi.  Eight circular gold medallions on light blue background with floral pattern in shades of red, yellow, green, purple, blue, black, and gold.  Border of floral pattern with black background.",https://art.nelson-atkins.org/internal/media/dispatcher/119006/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/462/ladys-coat;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=207
River Landscape,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Landscape with mountains in the background, a boat on a body of water, pagodas and red and green trees in the foreground.",,https://art.nelson-atkins.org/objects/3166/river-landscape;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=208
Landscape with Figure,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"A landscape with a large tree in the left foreground and mountains in the background, with a monk sleeping beneath the tree on the bank of a stream.",,https://art.nelson-atkins.org/objects/4815/landscape-with-figure;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=209
"Landscape with Mountains, Trees, and Waterfall",Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Oval fan painting of a landscape with rocky mountains and green trees on the right, a shoreline to the left and a small bridge and waterfall in the foreground.",,https://art.nelson-atkins.org/objects/4955/landscape-with-mountains-trees-and-waterfall;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=210
Blue and Green Landscape,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Landscape with great rocky mountains in the background, and a bridge, houses and small figures on horseback in the foreground.",,https://art.nelson-atkins.org/objects/9341/blue-and-green-landscape;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=211
Figures in Court Yard,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Oval fan painting, scene in courtyard, weaver, arrival of distinguished guests.",https://art.nelson-atkins.org/internal/media/dispatcher/125482/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/10168/figures-in-court-yard;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=212
Lady by a Lotus Pond,Purchase: William Rockhill Nelson Trust,Qing dynasty (1644-1911),"Painting of a lady in a pale blue kimono with a fan leaning over a balustrade, below a fish pond with lotus and gold fish.",,https://art.nelson-atkins.org/objects/11837/lady-by-a-lotus-pond;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=213
Dragon Robe for Theater,Purchase: William Rockhill Nelson Trust,17th-18th century,Nine dragons over waves in polychrome on white ground.,https://art.nelson-atkins.org/internal/media/dispatcher/136405/preview;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748,https://art.nelson-atkins.org/objects/13084/dragon-robe-for-theater;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=214
Spray of Fruit Tree and Bird,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),Painting of a branch of a plum tree with several plums and a bird perched on the branch.,,https://art.nelson-atkins.org/objects/26900/spray-of-fruit-tree-and-bird;jsessionid=FAA3CCBD5BCC00A2D7CC6B48F6AFC748?ctx=53e72db2-b9f2-420f-9736-76f722de5e9a&idx=215
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"The Shang elite addressed questions to their ancestors using the shoulder blades (scapula) of oxen and the underbelly shells (plastron) of turtles. When a hot poker was applied to the rear, cracks appeared on the front surface. These cracks were interpreted as answers to the questions, which were inscribed alongside. These inscriptions represent the earliest surviving substantive examples of Chinese writing.",https://art.nelson-atkins.org/internal/media/dispatcher/35924/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/6807/inscribed-oracle-bone;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=216
