主体,关系,对象
Square_Bowl,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Brush_washer,作者,Artist-maker_unknown
Large_Dish,作者,Artist-maker_unknown
Large_Dish,作者,Artist-maker_unknown
Dish_(Pair),作者,Artist-maker_unknown
Court_Attendant,作者,Artist-maker_unknown
"Carving_of_Ducks,_Grapes_and_Squirrels",作者,Artist-maker_unknown
Mirror_Painting,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Staff_Bearer,作者,Artist-maker_unknown
Court_Attendant,作者,Artist-maker_unknown
Court_Attendant,作者,Artist-maker_unknown
Court_Lady,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Military_Official's_Rank_Badge,作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Boat_with_Three_Masts,作者,Artist-maker_unknown
Rubbing_from_Stone_Sarcophagus,作者,Artist-maker_unknown
Staff_Bearer,作者,Artist-maker_unknown
Court_Lady,作者,Artist-maker_unknown
Hill-shaped_Incense_Burner_(Boshanlu),作者,Artist-maker_unknown
Dog,作者,Artist-maker_unknown
Seal,作者,Artist-maker_unknown
Temple_Banner,作者,Artist-maker_unknown
Temple_Banner,作者,Artist-maker_unknown
Manchu_Informal_Summer_Attire,作者,Artist-maker_unknown
Botanical_Subject_and_Butterflies,作者,Artist-maker_unknown
Woman's_Robe,作者,Artist-maker_unknown
Female_Playing_the_Flute,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Conical_Bowl,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Stem_Cup,作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Vase_(one_of_pair),作者,Artist-maker_unknown
Official_Receiving_a_Letter,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Snuff_Jar_with_Lid,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Miniature_Tea_Service:_Saucer,作者,Artist-maker_unknown
Miniature_Tea_Service:_Saucer,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Musicians_on_Horseback,作者,Artist-maker_unknown
Female_Immortals,作者,Artist-maker_unknown
Covered_Box,作者,Artist-maker_unknown
Beaker_Vase,作者,Artist-maker_unknown
Mirror,作者,Artist-maker_unknown
Sutra_Cover,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Plate,作者,Artist-maker_unknown
Plate,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Plate,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Sweetmeat_Box_with_Tao_Yuanming,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Hill_Jar_and_Cover,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Figure_of_a_Recumbent_Boar,作者,Artist-maker_unknown
Figure_of_Bodhisattva,作者,Artist-maker_unknown
Recumbent_Figure_of_a_Boy,作者,Artist-maker_unknown
Tile_Depicting_a_Female_Dancer,作者,Artist-maker_unknown
Sword_Scabbard_Slide,作者,Artist-maker_unknown
Myriad_Peaks_and_Rapid_Cascades,作者,Artist-maker_unknown
Landscape_with_Ox_Cart,作者,Artist-maker_unknown
Mandarin_Ducks_and_Flowering_Plum,作者,Artist-maker_unknown
Xu_You_and_Chao_Fu,作者,Artist-maker_unknown
Incense_Burner_and_Cover,作者,Artist-maker_unknown
Female_Court_Costume,作者,Artist-maker_unknown
Carving_of_Melons_and_Butterfly,作者,Artist-maker_unknown
Bowl_(one_of_a_pair),作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Vase_(one_of_a_pair),作者,Artist-maker_unknown
Chest,作者,Artist-maker_unknown
Lady_Seated_in_a_Garden,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Cockeral_(One_of_a_Pair),作者,Artist-maker_unknown
Parrot_(one_of_a_pair),作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Stand,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Bottle_(One_of_a_Pair),作者,Artist-maker_unknown
Teapot,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bottle,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
The_Past_Buddha_Dipankara,作者,Artist-maker_unknown
Bulb_Dish_(one_of_pair),作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Pendant,作者,Artist-maker_unknown
Ritual_Wine_Vessel,作者,Artist-maker_unknown
Head_of_a_Civil_Official,作者,Artist-maker_unknown
Head_of_a_Military_Official,作者,Artist-maker_unknown
Playing_the_Qin,作者,Artist-maker_unknown
Inkstone_with_Lid_and_Base,作者,Artist-maker_unknown
Female_Court_Attendant,作者,Artist-maker_unknown
Tile,作者,Artist-maker_unknown
Ewer_with_Cup-shaped_Mouth,作者,Artist-maker_unknown
Textile_with_Five-Dragon_Design,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Nesting_Cup_(One_of_Eight),作者,Artist-maker_unknown
Closed_Bookcase_(Shugui),作者,Artist-maker_unknown
Female_Court_Attendant_on_Horseback,作者,Artist-maker_unknown
Tablespoon,作者,Artist-maker_unknown
Coffeepot_and_Cover,作者,Artist-maker_unknown
Tomb_Guardian_Beast,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Pomegranate_and_Insects,作者,Artist-maker_unknown
Female_Manchu_Aristocrat,作者,Artist-maker_unknown
Sesame_(Sesamum_Orientale),作者,Artist-maker_unknown
Jar_(One_of_a_Pair),作者,Artist-maker_unknown
Bowl_(one_of_a_pair),作者,Artist-maker_unknown
Stand_(Hsiang_Tzü),作者,Artist-maker_unknown
Vase_with_Plum_Blossom_Design,作者,Artist-maker_unknown
Dish_with_Rooster_and_Peonies,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Pillow,作者,Artist-maker_unknown
Aristocratic_Lady_Reading,作者,Artist-maker_unknown
An_Official_Reading,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Untitled,作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Jardiniere,作者,Artist-maker_unknown
Jarlet,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer_with_Roman_Mythological_Figures,作者,Artist-maker_unknown
Scholar_beneath_an_Old_Pine,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Stool,作者,Artist-maker_unknown
Vase_(one_of_a_pair),作者,Artist-maker_unknown
Cup_(Pei),作者,Artist-maker_unknown
Sacrificial_Cup,作者,Artist-maker_unknown
Miniature_Vase,作者,Artist-maker_unknown
Water_Pot,作者,Artist-maker_unknown
Garden_Seat,作者,Artist-maker_unknown
Garden_Seat,作者,Artist-maker_unknown
Medallion,作者,Artist-maker_unknown
Horse_with_Woman_Rider,作者,Artist-maker_unknown
Burial_Jar_(Hu),作者,Artist-maker_unknown
Covered_Vessel_(lian),作者,Artist-maker_unknown
Guardian_Figure,作者,Artist-maker_unknown
Pillow,作者,Artist-maker_unknown
Architectural_Brick_for_a_Tomb,作者,Artist-maker_unknown
Staff_Bearer,作者,Artist-maker_unknown
Staff_Bearer,作者,Artist-maker_unknown
Cao_Ba_Viewing_Horse,作者,Artist-maker_unknown
Attendees_of_the_Water-Land_Ritual,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Bao_Zheng,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Tao_Yuanming,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Wang_Xizhi,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Yüchi_Gong,作者,Artist-maker_unknown
Buddhist_Temple_in_the_Autumn_Mountains,作者,Artist-maker_unknown
"The_Moon_Goddess,_Chang'e",作者,Artist-maker_unknown
Old_Man_(Daoist_adept)_and_Attendant,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Woven_Fragment,作者,Artist-maker_unknown
Large_Plate,作者,Artist-maker_unknown
Appliqué,作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Hexagonal_Stand,作者,Artist-maker_unknown
Large_Dish_(one_of_a_pair),作者,Artist-maker_unknown
Large_Dish,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Civil_Official,作者,Artist-maker_unknown
Brush_Washer,作者,Artist-maker_unknown
Commemorative_Portrait_of_Official_and_Consort,作者,Artist-maker_unknown
Candle_Trimmer,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Miniature_Tea_Service:_Teacup,作者,Artist-maker_unknown
Miniature_Tea_Service:_Saucer,作者,Artist-maker_unknown
Kiln_waster:_bowls_fused_with_saggars,作者,Artist-maker_unknown
Woven_Fragment,作者,Artist-maker_unknown
Architectural_Brick_for_a_Tomb,作者,Artist-maker_unknown
Architectural_Brick_for_a_Tomb,作者,Artist-maker_unknown
Two_Mast_River_Boat,作者,Artist-maker_unknown
Coffee_Pot_and_Cover,作者,Artist-maker_unknown
Botanical_Subject_and_Insects,作者,Artist-maker_unknown
Amaranthus_Tricolor_and_Insects,作者,Artist-maker_unknown
Lady_Holding_a_Fan,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Buddha’s_Hand_Citron_from_the_Mustard_Seed_Garden_Painting_Manual,作者,Artist-maker_unknown
Covered_Jarlet,作者,Artist-maker_unknown
Large_Plate,作者,Artist-maker_unknown
Large_Plate,作者,Artist-maker_unknown
Dish_with_Everted_Lip,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Seal,作者,Artist-maker_unknown
Seal,作者,Artist-maker_unknown
Qilin_song_zi_(Qilin_Bringing_Sons),作者,Artist-maker_unknown
Gautama,作者,Artist-maker_unknown
Simhavaktra,作者,Artist-maker_unknown
Tara,作者,Artist-maker_unknown
Porcelain_Production:_Drying_Porcelains,作者,Artist-maker_unknown
Porcelain_Production:_Manufacturing_Vases,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Embroidered_Roundel_for_Emperor-in-Waiting,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Beaker_Vase,作者,Artist-maker_unknown
Beaker_Vase_(One_of_a_Pair),作者,Artist-maker_unknown
Jar_with_the_Eight_Daoist_Immortals,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Bowl_(Wan),作者,Artist-maker_unknown
Covered_Vase,作者,Artist-maker_unknown
Plate_(P'An),作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Bottle_Vase,作者,Artist-maker_unknown
Guardian_Figure,作者,Artist-maker_unknown
Storage_Jar_(Hu),作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Caryatid_Figure_of_Elephant_and_Rider,作者,Artist-maker_unknown
Caryatid_Figure_of_Elephant_and_Rider,作者,Artist-maker_unknown
Ridge_Tile_with_Celestial_Winged_Horse,作者,Artist-maker_unknown
Court_Attendant,作者,Artist-maker_unknown
Cushion_Cover,作者,Artist-maker_unknown
Leisurely_Pursuits_in_a_Mountain_Retreat,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Zhou_Dunyi,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Li_Jing,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Di_Renjie,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Liu_Heng,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Liu_Xiu,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Zhuan_Xu,作者,Artist-maker_unknown
Immortal_with_Old_Woman_and_Children,作者,Artist-maker_unknown
Man_Holding_a_Gourd,作者,Artist-maker_unknown
Fish_Bowl,作者,Artist-maker_unknown
Traveller's_Teapot,作者,Artist-maker_unknown
Faceted_Bottle,作者,Artist-maker_unknown
Tea_Poy,作者,Artist-maker_unknown
Tea_Poy,作者,Artist-maker_unknown
Covered_Jar_with_design_of_Peonies,作者,Artist-maker_unknown
Beaker_Vase,作者,Artist-maker_unknown
Hexagonal_Vase,作者,Artist-maker_unknown
Incense_Burner_with_Cover_and_Stand,作者,Artist-maker_unknown
Wine_Cup,作者,Artist-maker_unknown
Appliqué,作者,Artist-maker_unknown
Appliqué,作者,Artist-maker_unknown
Table_Screen,作者,Artist-maker_unknown
Low_Bowl,作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Small_Bottle_(One_of_a_Pair),作者,Artist-maker_unknown
Small_Vase,作者,Artist-maker_unknown
Hexagonal_Stand,作者,Artist-maker_unknown
Hexagonal_Dish,作者,Artist-maker_unknown
Hexagonal_Vase,作者,Artist-maker_unknown
Large_Bottle,作者,Artist-maker_unknown
Large_Bottle,作者,Artist-maker_unknown
Large_Dish,作者,Artist-maker_unknown
Dish_(Pair),作者,Artist-maker_unknown
Large_Dish,作者,Artist-maker_unknown
Large_Bottle,作者,Artist-maker_unknown
Vase_with_Cover_(one_of_pair),作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Miniature_Tea_Service:_Teapot,作者,Artist-maker_unknown
Roof_Tile,作者,Artist-maker_unknown
Flower_Pot_and_Saucer_(Hua_Pen),作者,Artist-maker_unknown
Covered_Vase,作者,Artist-maker_unknown
Covered_Vase,作者,Artist-maker_unknown
Boat_with_Two_Masts,作者,Artist-maker_unknown
Sugar_Bowl_and_Cover,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Seal,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Desk_Screen,作者,Artist-maker_unknown
Wine_Cup,作者,Artist-maker_unknown
Panel_from_a_House-shaped_Sarcophagus,作者,Artist-maker_unknown
Panel_from_a_House-shaped_Sarcophagus,作者,Artist-maker_unknown
Fan,作者,Artist-maker_unknown
Female_Playing_a_Horn,作者,Artist-maker_unknown
Female_Wearing_Official_Dress,作者,Artist-maker_unknown
Covered_Jarlet,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Chicken_Cup,作者,Artist-maker_unknown
Chicken_Cup,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Seal,作者,Artist-maker_unknown
Bowl_(Wan),作者,Artist-maker_unknown
Bottle_Vase,作者,Artist-maker_unknown
Bottle_Vase_with_Cup-shaped_Mouth,作者,Artist-maker_unknown
Bottle,作者,Artist-maker_unknown
Jar,作者,Artist-maker_unknown
Half_Figure_of_Guardian,作者,Artist-maker_unknown
Cover,作者,Artist-maker_unknown
Court_Lady,作者,Artist-maker_unknown
Bodhidharma,作者,Artist-maker_unknown
"Peonies_forming_the_Character_""Shou""_(longevity)",作者,Artist-maker_unknown
Snow_Clearing_over_Rivers_and_Mountains,作者,Artist-maker_unknown
Attendees_of_the_Water-Land_Ritual,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Yao_Chong,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Zhen_Dexiu,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Lü_Zuqian,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Fang_Xuanling,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Liu_Qi,作者,Artist-maker_unknown
Landscape_with_Plum_Blossoms_and_Figures,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Six-Panel_Folding_Screen,作者,Artist-maker_unknown
Tea_Poy,作者,Artist-maker_unknown
Plaque,作者,Artist-maker_unknown
Children_Playing_in_Spring_Garden,作者,Artist-maker_unknown
Beaker_Vase,作者,Artist-maker_unknown
Table_Screen,作者,Artist-maker_unknown
Square_Bowl_(one_of_a_pair),作者,Artist-maker_unknown
Club_Vase,作者,Artist-maker_unknown
Covered_Vase,作者,Artist-maker_unknown
Square_Vase,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Seated_Figure,作者,Artist-maker_unknown
Covered_Ewer_(one_of_a_pair),作者,Artist-maker_unknown
Ink_Screen,作者,Artist-maker_unknown
Daoist_Figure,作者,Artist-maker_unknown
Fish_Bowl,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Ekadasamukha_Avalokiteshvara,作者,Artist-maker_unknown
Pictorial_Hanging,作者,Artist-maker_unknown
Pictorial_Hanging,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Court_Lady,作者,Artist-maker_unknown
Hill-shaped_Incense_Burner_(Boshanlu),作者,Artist-maker_unknown
Flower_Pot_and_Saucer_(Hua_pen),作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Gravy_Boat_and_Tray,作者,Artist-maker_unknown
Bodhisattva,作者,Artist-maker_unknown
Belt_Buckle,作者,Artist-maker_unknown
Fifty-Three_Compassionate_Manifestations_of_Guanyin,作者,Artist-maker_unknown
Lady_Wearing_Manchu_Dress,作者,Artist-maker_unknown
Botanical_Subject_and_Butterfly,作者,Artist-maker_unknown
Hill_Censer_(Boshanlu),作者,Artist-maker_unknown
Cup,作者,Artist-maker_unknown
Chicken_Cup,作者,Artist-maker_unknown
DIsh_with_Everted_Lip,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Seal,作者,Artist-maker_unknown
Yamantaka,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Embroidered_Panel,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
Buddhist_Vinaya,作者,Artist-maker_unknown
"The_Factories_of_Canton,_China",作者,Artist-maker_unknown
Beaker_Vase_(One_of_a_Pair),作者,Artist-maker_unknown
Ink_Rest,作者,Artist-maker_unknown
Pillow_with_Duck,作者,Artist-maker_unknown
Wall_Vase_(P'ing),作者,Artist-maker_unknown
Cup_and_Cover,作者,Artist-maker_unknown
Figure_of_Immortal,作者,Artist-maker_unknown
Tomb_Figure_of_an_Altaic_Turkish_Groom,作者,Artist-maker_unknown
Mounted_Guard,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Armored_Guardsman,作者,Artist-maker_unknown
Zhong_Kui_the_Demon_Queller,作者,Artist-maker_unknown
Figure_of_Attendant,作者,Artist-maker_unknown
Tile_Depicting_Female_Musician_Playing_the_Flute,作者,Artist-maker_unknown
Immortal_and_Boy,作者,Artist-maker_unknown
Gathering_Medicinal_Herbs_in_the_Deep_Forest,作者,Artist-maker_unknown
"Portrait_of_the_Filial_Son,_Dong_Yong",作者,Artist-maker_unknown
Conical_Bowl,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Vase_and_Cover,作者,Artist-maker_unknown
Vase_and_Stand,作者,Artist-maker_unknown
Ovoid_Covered_Jar,作者,Artist-maker_unknown
Dish_with_Qilin,作者,Artist-maker_unknown
Reticulated_Hexagonal_Stand,作者,Artist-maker_unknown
Oxblood_Glazed_Vase,作者,Artist-maker_unknown
Jar_and_Cover_(One_of_a_Pair),作者,Artist-maker_unknown
Sewing_Table,作者,Artist-maker_unknown
Teacup,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Coffepot,作者,Artist-maker_unknown
Platter,作者,Artist-maker_unknown
Zhong_Kui_Tu_(Portrait_of_Zhong_Kui),作者,Artist-maker_unknown
Painted_Textile,作者,Artist-maker_unknown
Drum_Player,作者,Artist-maker_unknown
Drum_Player,作者,Artist-maker_unknown
Woman's_Robe,作者,Artist-maker_unknown
Platter,作者,Artist-maker_unknown
Platter,作者,Artist-maker_unknown
Head_of_a_Horse,作者,Artist-maker_unknown
New_Year_Print:_Xie_Jia_Yong_Xu,作者,Artist-maker_unknown
Bird_Watching_an_Insect_from_the_Mustard_Seed_Garden_Painting_Manual,作者,Artist-maker_unknown
Vase_of_Flowers,作者,Artist-maker_unknown
Bencharong_Pedestal_Dish,作者,Artist-maker_unknown
Woman's_Tube_Skirt,作者,Artist-maker_unknown
Rank_Badge_for_Fourth_Rank_Military_Officer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Saucer,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Teacup,作者,Artist-maker_unknown
Bodhisattva,作者,Artist-maker_unknown
Cup_with_Flanged_Handle,作者,Artist-maker_unknown
Incense_Burner,作者,Artist-maker_unknown
Plate_(P'An),作者,Artist-maker_unknown
Wine_Jar,作者,Artist-maker_unknown
Bowl,作者,Artist-maker_unknown
Figure_of_an_Immortal,作者,Artist-maker_unknown
Court_attendant,作者,Artist-maker_unknown
Figure_of_a_Court_Attendant,作者,Artist-maker_unknown
Bowl_with_Ring_Handles,作者,Artist-maker_unknown
Ruyi_Scepter,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Yang_Shi,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Zhang_Shi,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Zhu_Xi,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Wang_Tong,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Shao_Yong,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Sun_Quan,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Emperor_Shun,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Da_Yu,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Liu_Bang,作者,Artist-maker_unknown
Portraits_of_Famous_Men:_Liu_Bei,作者,Artist-maker_unknown
Bodhidharma,作者,Artist-maker_unknown
Ba_Bridge_in_Wind_and_Snow,作者,Artist-maker_unknown
Landscape_and_Two_Men_in_Boat,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Figures_of_Lohans,作者,Artist-maker_unknown
Female_Playing_the_Cymbals,作者,Artist-maker_unknown
Dish,作者,Artist-maker_unknown
Fish_Bowl,作者,Artist-maker_unknown
Wine_Cup,作者,Artist-maker_unknown
Plaque,作者,Artist-maker_unknown
Plaque,作者,Artist-maker_unknown
Hexagonal_Lantern,作者,Artist-maker_unknown
Square_Bowl_(one_of_a_pair),作者,Artist-maker_unknown
Libation_Cup,作者,Artist-maker_unknown
Covered_Vase,作者,Artist-maker_unknown
Roulean_Vase_(one_of_a_pair),作者,Artist-maker_unknown
Rouleau_Vase_(one_of_a_pair),作者,Artist-maker_unknown
Buddhist_Shrine,作者,Artist-maker_unknown
Square_Vase,作者,Artist-maker_unknown
Square_Vase,作者,Artist-maker_unknown
Covered_Ewer_(one_of_a_pair),作者,Artist-maker_unknown
Wine_Cup,作者,Artist-maker_unknown
Bowl_Dropper,作者,Artist-maker_unknown
Square_Dish,作者,Artist-maker_unknown
Foliate_Bowl,作者,Artist-maker_unknown
Fluted_Bowl,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Large_Dish,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Architectural_Brick_for_a_Tomb,作者,Artist-maker_unknown
Head_of_a_Horse,作者,Artist-maker_unknown
Toilet_Case,作者,Artist-maker_unknown
Small_Pitcher,作者,Artist-maker_unknown
Miniature_Tea_Service:_Creamer,作者,Artist-maker_unknown
Tile_End,作者,Artist-maker_unknown
Temple_Banner,作者,Artist-maker_unknown
Covered_Jar,作者,Artist-maker_unknown
Pagoda,作者,Artist-maker_unknown
Altar_Vase,作者,Artist-maker_unknown
Military_Official's_Rank_Badge,作者,Artist-maker_unknown
Incense_Burner,作者,Artist-maker_unknown
Attendant,作者,Artist-maker_unknown
Miniature_Jar_(Hu),作者,Artist-maker_unknown
Buddha_Torso,作者,Artist-maker_unknown
Guanyin_(Goddess_of_Mercy),作者,Artist-maker_unknown
Bodhisattva,作者,Artist-maker_unknown
Desk_Screen,作者,Artist-maker_unknown
Temple_Banner,作者,Artist-maker_unknown
Alpinia_Nutans_and_Insects,作者,Artist-maker_unknown
Botanical_Subject_and_Butterflies,作者,Artist-maker_unknown
Woven_Textile,作者,Artist-maker_unknown
Ox_Cart,作者,Artist-maker_unknown
Chrysanthemum_and_Butterfly_from_the_Mustard_Seed_Garden_Painting_Manual,作者,Artist-maker_unknown
Performer_Levitating_an_Umbrella,作者,Artist-maker_unknown
Lady_Playing_the_Clappers,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
Conical_Bowl,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_and_Stopper,作者,Artist-maker_unknown
Snuff_Bottle_with_Spoon,作者,Artist-maker_unknown
Vase_with_Cover_(one_of_pair),作者,Artist-maker_unknown
Vase_(one_of_pair),作者,Artist-maker_unknown
Beytse_(?),作者,Artist-maker_unknown
Pictorial_Hanging,作者,Artist-maker_unknown
Vase,作者,Artist-maker_unknown
Box,作者,Artist-maker_unknown
Snuff_Bottle,作者,Artist-maker_unknown
